data,a_vista_r,a_vista_us
2021-12-07,316.5,56.34
2021-12-08,319.5,57.69
2021-12-09,312.25,55.96
2021-12-10,311.2,55.44
2021-12-13,316.35,55.76
2021-12-14,310.4,54.54
2021-12-15,308,53.82
2021-12-16,316.65,55.8
2021-12-17,318.85,56.12
2021-12-20,317.7,55.37
2021-12-21,327.75,57.13
2021-12-22,322.4,56.86
2021-12-23,327.5,57.83
2021-12-27,329.1,58.39
2021-12-28,331.4,58.79
2021-12-29,335.85,58.98
2021-12-30,336.5,60.36
2022-01-03,334.5,59.09
2022-01-04,339.65,59.72
2022-01-05,345.25,60.97
2022-01-06,337.6,59.37
2022-01-07,331.4,58.83
2022-01-10,339,59.77
2022-01-11,333.7,59.81
2022-01-12,335.05,60.53
2022-01-13,333.7,60.46
2022-01-14,335.5,60.76
2022-01-17,337.15,61.03
2022-01-18,333.95,60.11
2022-01-19,337.2,61.71
2022-01-20,339.25,62.7
2022-01-21,344.2,63.07
2022-01-24,338.2,61.46
2022-01-25,343.1,63.07
2022-01-26,342.3,63.31
2022-01-27,343.7,63.33
2022-01-28,339.4,62.93
2022-01-31,343.8,64.83
2022-02-01,333.9,63.36
2022-02-02,334.7,63.33
2022-02-03,334,63.1
2022-02-04,343.9,64.57
2022-02-07,330.3,62.79
2022-02-08,339.35,64.58
2022-02-09,341.05,65.34
2022-02-10,342.1,65.46
2022-02-11,342.05,65.45
2022-02-14,338.9,64.96
2022-02-15,338.15,65.27
2022-02-16,340.65,66.43
2022-02-17,345.9,66.92
2022-02-18,340.9,66.35
2022-02-21,343.6,67.29
2022-02-22,348.4,68.79
2022-02-23,343.95,68.75
2022-02-24,340.7,66.58
2022-02-25,343.05,66.68
2022-03-02,339.85,66.51
2022-03-03,342.35,68.14
2022-03-04,341.15,67.17
2022-03-07,345.35,68
2022-03-08,350.35,69.29
2022-03-09,342.8,68.41
2022-03-10,345.2,68.79
2022-03-11,347,68.69
2022-03-14,345.05,67.27
2022-03-15,341.1,66.18
2022-03-16,343.3,67.25
2022-03-17,349.45,69.36
2022-03-18,349.05,69.62
2022-03-21,346,69.87
2022-03-22,349.1,70.97
2022-03-23,345.3,71.37
2022-03-24,352.05,72.93
2022-03-25,347,73.04
2022-03-28,349.95,73.36
2022-03-29,341.6,71.75
2022-03-30,347.35,72.64
2022-03-31,323.25,67.9
2022-04-01,341.6,73.16
2022-04-04,335.4,72.72
2022-04-05,333.4,71.59
2022-04-06,336.7,71.33
2022-04-07,327.4,69
2022-04-08,345.95,73.53
2022-04-11,338.6,72.3
2022-04-12,337.1,72.06
2022-04-13,336.3,71.77
2022-04-14,338.9,72.23
2022-04-18,328.8,70.59
2022-04-19,340.25,72.81
2022-04-20,331.4,71.65
2022-04-22,327.75,68.32
2022-04-25,328.9,67.49
2022-04-26,334,66.93
2022-04-27,335.6,67.61
2022-04-28,333.3,67.5
2022-04-29,334.85,67.67
2022-05-02,328.9,64.91
2022-05-03,339.3,68.34
2022-05-04,331.95,67.59
2022-05-05,333.25,66.27
2022-05-06,333.25,66.27
2022-05-09,331.3,64.26
2022-05-10,330.5,64.49
2022-05-11,311.15,60.56
2022-05-12,325.4,63.23
2022-05-13,327.45,64.79
2022-05-16,334.8,66.36
2022-05-17,323.4,65.44
2022-05-18,307.25,61.61
2022-05-19,311.5,63.39
2022-05-20,324.45,66.64
2022-05-23,305.2,63.41
2022-05-24,314.15,65.16
2022-05-25,318.2,66.14
2022-05-26,319.1,67.02
2022-05-27,315.8,66.65
2022-05-30,320.4,67.44
2022-05-31,321.4,67.65
2022-06-01,314.6,65.56
2022-06-02,308.65,64.38
2022-06-03,312.5,65.32
2022-06-06,311.4,64.86
2022-06-07,315.15,64.7
2022-06-08,316.15,64.77
2022-06-09,312.1,63.55
2022-06-10,314.4,63.12
2022-06-13,311.05,60.72
2022-06-14,319.75,62.21
2022-06-15,317.7,63.22
2022-06-17,320.5,62.35
2022-06-20,323.6,62.41
2022-06-21,321.4,62.4
2022-06-22,321.5,62.19
2022-06-23,321.75,61.53
2022-06-24,322.9,61.41
2022-06-27,326.25,62.4
2022-06-28,326,61.91
2022-06-29,319.65,61.52
2022-06-30,320.25,61.23
2022-07-01,314.75,59.14
2022-07-04,324.95,61.01
2022-07-05,323.55,60.01
2022-07-06,316,58.36
2022-07-07,324.8,60.78
2022-07-08,324.95,61.72
2022-07-11,334,62.22
2022-07-12,324.7,59.71
2022-07-13,330.35,61.11
2022-07-14,324.65,59.74
2022-07-15,325.95,60.28
2022-07-18,327.05,60.31
2022-07-19,321.4,59.3
2022-07-20,323.7,59.27
2022-07-21,320.65,58.4
2022-07-22,324.1,58.92
2022-07-25,330,61.41
2022-07-26,322.75,60.28
2022-07-27,325.05,61.93
2022-07-28,323.5,62.68
2022-07-29,325.7,62.9
2022-08-01,326.65,63
2022-08-02,322.5,61.08
2022-08-03,299.55,56.79
2022-08-04,297.6,57.04
2022-08-05,310.65,60.11
2022-08-08,315.75,61.74
2022-08-09,317,61.71
2022-08-10,311.2,61.1
2022-08-11,307.8,59.63
2022-08-12,316.5,62.46
2022-08-15,313.5,61.56
2022-08-16,314.2,61.05
2022-08-17,316.6,61.21
2022-08-18,313,60.49
2022-08-19,318.35,61.52
2022-08-22,326.6,63.27
2022-08-23,303.2,59.45
2022-08-24,307.9,60.27
2022-08-25,313.45,61.15
2022-08-26,323.6,63.78
2022-08-29,311.35,61.95
2022-08-30,312,61.06
2022-08-31,309.1,59.42
2022-09-01,314.75,60.12
2022-09-02,310.25,59.93
2022-09-05,314.95,61.12
2022-09-06,303.95,57.98
2022-09-08,307,58.94
2022-09-09,292.3,56.76
2022-09-12,306.25,60.16
2022-09-13,308.4,59.43
2022-09-14,296.4,57.22
2022-09-15,291.6,55.62
2022-09-16,294.55,56.03
2022-09-19,308.05,59.66
2022-09-20,308,59.68
2022-09-21,297.5,57.58
2022-09-22,299.05,58.49
2022-09-23,300.6,57.25
2022-09-26,301.8,56
2022-09-27,306.7,57.01
2022-09-28,301.9,56.46
2022-09-29,302.3,56
2022-09-30,303.95,56.51
2022-10-03,290.1,56.04
2022-10-04,294.9,56.97
2022-10-05,295,57.02
2022-10-06,301.55,57.95
2022-10-07,303.5,58.09
2022-10-10,304.05,58.66
2022-10-11,302.3,57.36
2022-10-13,306.3,58.02
2022-10-14,297.4,55.82
2022-10-17,286.4,54.09
2022-10-18,302.45,57.49
2022-10-19,295.7,56.09
2022-10-20,299.7,57.37
2022-10-21,295.3,57.36
2022-10-24,310.8,58.76
2022-10-25,292.8,55.09
2022-10-26,284.2,52.89
2022-10-27,294.9,55.65
2022-10-28,285.4,53.71
2022-10-31,292,56.44
2022-11-01,281.35,55.04
2022-11-03,289.3,56.58
2022-11-04,287.7,57.15
2022-11-07,288,55.87
2022-11-08,283.8,54.9
2022-11-09,292.3,56.45
2022-11-10,279.1,51.71
2022-11-11,270.5,50.65
2022-11-14,270.5,50.65
2022-11-16,268.1,49.8
2022-11-17,286.45,52.74
2022-11-18,279.05,52
2022-11-21,291.4,54.87
2022-11-22,281,52.22
2022-11-23,283.65,52.8
2022-11-24,293.95,55.34
2022-11-25,287.75,53.19
2022-11-28,287.75,53.19
2022-11-29,280.45,53.01
2022-11-30,284.9,54.68
2022-12-01,290.7,55.85
2022-12-02,290.7,55.85
2022-12-05,293.5,55.59
2022-12-06,290.5,55.13
2022-12-07,284.9,54.68
2022-12-08,280.65,53.85
2022-12-09,295.85,56.46
2022-12-12,298.8,56.11
2022-12-13,291.25,54.79
2022-12-14,293.7,55.2
2022-12-15,296.45,55.7
2022-12-16,297.2,56.1
2022-12-19,304.55,57.38
2022-12-20,290.3,55.74
2022-12-21,288.3,55.47
2022-12-22,297.1,57.39
2022-12-23,290,56.16
2022-12-26,297.7,57.16
2022-12-27,286.6,54.24
2022-12-28,288.45,54.91
2022-12-29,286.85,54.33
2023-01-02,286.85,54.33
2023-01-03,293.45,53.86
2023-01-04,288.2,52.84
2023-01-05,284.95,53.14
2023-01-06,289.75,55.26
2023-01-09,271.85,51.73
2023-01-10,287.5,55.27
2023-01-11,287.15,55.37
2023-01-12,289.8,56.89
2023-01-13,288.75,56.68
2023-01-16,287.6,55.83
2023-01-17,279.5,54.72
2023-01-18,287,55.63
2023-01-19,284.9,55.05
2023-01-20,277.5,53.33
2023-01-23,286.7,55.18
2023-01-24,276.95,53.81
2023-01-25,284.7,56.09
2023-01-26,290.05,57.19
2023-01-27,290.2,56.78
2023-01-30,289.35,56.6
2023-01-31,288.7,56.85
2023-02-01,291.1,57.19
2023-02-02,290.1,57.61
2023-02-03,286.4,55.73
2023-02-06,293.1,56.63
2023-02-07,289.25,55.64
2023-02-08,296.6,57.16
2023-02-09,295.15,56.01
2023-02-10,295,56.48
2023-02-13,302.7,58.41
2023-02-14,300.9,57.85
2023-02-15,296,56.75
2023-02-16,302.95,58.04
2023-02-17,294.6,57.07
2023-02-22,299.5,57.94
2023-02-23,267.45,52.11
2023-02-24,273.1,52.46
2023-02-27,273.1,52.46
2023-02-28,267.95,51.32
2023-03-01,273.85,52.7
2023-03-02,273.85,52.7
2023-03-03,273.85,52.7
2023-03-06,273.85,52.7
2023-03-07,266.95,51.43
2023-03-08,266.95,51.43
2023-03-09,276.8,53.92
2023-03-10,282.2,54.11
2023-03-13,280.2,53.19
2023-03-14,276.25,52.56
2023-03-15,276.05,52.14
2023-03-16,278.9,53.19
2023-03-17,278.9,53.19
2023-03-20,277.8,52.98
2023-03-21,279.65,53.34
2023-03-22,276.25,52.94
2023-03-23,292.9,55.38
2023-03-24,298.8,56.94
2023-03-27,295.35,56.68
2023-03-28,295.2,57.14
2023-03-29,295.75,57.53
2023-03-30,295.1,57.85
2023-03-31,295.95,58.38
2023-04-03,296.85,58.5
2023-04-04,294.25,57.84
2023-04-05,290.3,57.44
2023-04-06,294.15,58.13
2023-04-10,284.9,56.19
2023-04-11,293,58.52
2023-04-12,291.55,58.97
2023-04-13,285.35,57.92
2023-04-14,285.9,58.13
2023-04-17,286.8,58.12
2023-04-18,284.4,57.17
2023-04-19,278.4,54.85
2023-04-20,285.4,56.49
2023-04-24,282.9,56.13
2023-04-25,281.6,55.55
2023-04-26,279.15,55.24
2023-04-27,278.2,55.83
2023-04-28,271.4,54.4
2023-05-02,273.35,54.16
2023-05-03,262.3,52.55
2023-05-04,260.45,52.16
2023-05-05,269.6,54.53
2023-05-08,274.35,54.72
2023-05-09,272.55,54.64
2023-05-10,274.7,55.48
2023-05-11,271.25,54.88
2023-05-12,272.55,55.32
2023-05-15,273.6,55.91
2023-05-16,267.2,54.1
2023-05-17,267.75,54.21
2023-05-18,267.3,53.79
2023-05-19,263.6,52.71
2023-05-22,263.55,53.04
2023-05-23,261.85,52.66
2023-05-24,257.3,51.96
2023-05-25,255.85,50.78
2023-05-26,253.3,50.76
2023-05-29,256.9,51.26
2023-05-30,241.75,47.96
2023-05-31,243.25,47.89
2023-06-01,243.9,48.65
2023-06-02,248.3,50.09
2023-06-05,248.85,50.51
2023-06-06,244.9,49.85
2023-06-07,244.4,49.62
2023-06-09,251.1,51.5
2023-06-12,237.65,48.84
2023-06-13,243.65,50.1
2023-06-14,249.4,51.66
2023-06-15,236.15,49.16
2023-06-16,244.2,50.68
2023-06-19,243.15,50.91
2023-06-20,251.6,52.5
2023-06-21,252.95,53.03
2023-06-22,249.9,52.3
2023-06-23,252.4,52.79
2023-06-26,257.8,54.09
2023-06-27,258,53.79
2023-06-28,252.2,52.06
2023-06-29,260,53.54
2023-06-30,254.2,53.04
2023-07-03,259.05,53.92
2023-07-04,258.65,53.5
2023-07-05,244.7,50.51
2023-07-06,257.3,52.23
2023-07-07,256.25,52.74
2023-07-10,254.7,52.14
2023-07-11,257.15,52.93
2023-07-12,258,53.55
2023-07-13,253.2,52.86
2023-07-14,254.9,53.17
2023-07-17,257,53.37
2023-07-18,248.2,51.62
2023-07-19,246.15,51.44
2023-07-20,250.9,52.25
2023-07-21,246.35,51.59
2023-07-24,247.1,52.19
2023-07-25,243.6,51.25
2023-07-26,243.5,51.47
2023-07-27,241.4,50.9
2023-07-28,245.05,51.8
2023-07-31,243.85,51.54
2023-08-01,240.1,50.11
2023-08-02,242.1,50.4
2023-08-03,232.4,47.54
2023-08-04,240.2,49.33
2023-08-07,237.7,48.55
2023-08-08,238,48.6
2023-08-09,237.35,48.36
2023-08-10,233.95,47.94
2023-08-11,230.1,46.94
2023-08-14,230.4,46.36
2023-08-15,221.2,44.34
2023-08-16,217.15,43.55
2023-08-17,219.05,43.97
2023-08-18,211.85,42.62
2023-08-21,215.1,43.2
2023-08-22,214.95,43.54
2023-08-23,205.3,42.3
2023-08-24,199.75,40.99
2023-08-25,199.9,41.03
2023-08-28,199.25,40.86
2023-08-29,202.95,41.81
2023-08-30,199.75,41.06
2023-08-31,199.8,40.36
2023-09-01,199.65,40.43
2023-09-04,199.2,40.37
2023-09-05,201,40.36
2023-09-06,200.35,40.17
2023-09-08,202.7,40.66
2023-09-11,204.15,41.36
2023-09-12,196.35,39.63
2023-09-13,202,41.09
2023-09-14,204,41.85
2023-09-15,213.7,43.88
2023-09-18,214.9,44.28
2023-09-19,209.85,43.05
2023-09-20,215.4,44.23
2023-09-21,218.65,44.34
2023-09-22,222.1,45.05
2023-09-25,220.8,44.42
2023-09-26,226.55,45.4
2023-09-27,228.3,45.19
2023-09-28,234.5,46.56
2023-09-29,236.15,46.96
2023-10-02,236.05,46.59
2023-10-03,238.8,46.32
2023-10-04,233.95,45.42
2023-10-05,239.2,46.23
2023-10-06,239.8,46.47
2023-10-09,238,46.35
2023-10-10,237.8,46.97
2023-10-11,233.05,46.13
2023-10-13,231.9,45.54
2023-10-16,243.45,48.29
2023-10-17,241.7,48.02
2023-10-18,230.8,45.65
2023-10-19,242.1,47.95
2023-10-20,241.1,47.88
2023-10-23,237.4,47.28
2023-10-24,239.45,47.92
2023-10-25,240.05,48.01
2023-10-26,240.75,48.22
2023-10-27,230,45.86
2023-10-30,241.7,47.94
2023-10-31,237.5,47.17
2023-11-01,232.85,46.79
2023-11-03,234.95,47.96
2023-11-06,240.6,49.19
2023-11-07,228.5,46.93
2023-11-08,229.5,46.79
2023-11-09,228.25,46.31
2023-11-10,234.65,47.78
2023-11-13,231.75,47.22
2023-11-14,231.25,47.53
2023-11-16,227.95,46.83
2023-11-17,235.6,48.03
2023-11-20,235.6,48.03
2023-11-21,235.65,48.08
2023-11-22,232.8,47.51
2023-11-23,237.8,48.46
2023-11-24,232.35,47.45
2023-11-27,241.7,49.35
2023-11-28,244.7,50.23
2023-11-29,241.2,49.34
2023-11-30,239.7,48.71
2023-12-01,248.1,50.89
2023-12-04,249.45,50.4
2023-12-05,246.35,49.98
2023-12-06,240.7,49.07
2023-12-07,243.05,49.49
2023-12-08,247.95,50.35
2023-12-11,249.4,50.54
2023-12-12,250.8,50.51
2023-12-13,248.65,50.45
2023-12-14,249.4,50.84
2023-12-15,249.15,50.39
2023-12-18,250.35,51
2023-12-19,242.8,49.95
2023-12-20,248.9,50.79
2023-12-21,250.2,51.2
2023-12-22,251.9,51.82
2023-12-26,252.5,52.32
2023-12-27,252.05,52.15
2023-12-28,252.3,52
2024-01-02,255.5,52.02
