data,a_vista_r,a_vista_us
2001-04-27,41.73,18.95
2001-04-30,41.68,18.94
2001-05-02,41.63,18.6
2001-05-03,41.48,18.73
2001-05-04,41.43,18.73
2001-05-07,41.31,18.64
2001-05-08,40.81,18.15
2001-05-09,40.84,18.05
2001-05-10,40.24,17.8
2001-05-11,40.21,17.59
2001-05-14,40.22,17.39
2001-05-15,40.13,17.16
2001-05-16,40.3,17.38
2001-05-17,40.46,17.56
2001-05-18,40.82,17.71
2001-05-21,41.14,17.73
2001-05-22,41.22,17.74
2001-05-23,41.24,17.58
2001-05-24,41.27,17.57
2001-05-25,41.25,17.78
2001-05-28,41.19,17.65
2001-05-29,41.13,17.52
2001-05-30,41.19,17.55
2001-05-31,41.1,17.31
2001-06-01,41.03,17.26
2001-06-04,40.82,17.14
2001-06-05,40.71,17.03
2001-06-06,40.75,17.07
2001-06-07,41.07,17.35
2001-06-08,41.06,17.41
2001-06-11,41.1,17.28
2001-06-12,41.09,17.09
2001-06-13,41.19,17.01
2001-06-15,41.16,17.07
2001-06-18,41.15,16.76
2001-06-19,41.14,16.6
2001-06-20,41.12,16.65
2001-06-21,40.93,17.19
2001-06-22,40.87,17.68
2001-06-25,40.83,17.75
2001-06-26,40.68,17.48
2001-06-27,40.7,17.64
2001-06-28,40.74,17.71
2001-06-29,40.84,17.68
2001-07-02,40.92,17.55
2001-07-03,41,17.43
2001-07-04,41,16.93
2001-07-05,40.98,16.59
2001-07-06,41.04,16.29
2001-07-10,40.99,16.46
2001-07-11,40.97,16.1
2001-07-12,41,16.17
2001-07-13,41.01,16.05
2001-07-16,41.11,15.92
2001-07-17,41.17,16.47
2001-07-18,41.2,16.73
2001-07-19,41.48,16.53
2001-07-20,41.58,16.96
2001-07-23,41.76,17.29
2001-07-24,41.84,16.93
2001-07-25,41.97,16.87
2001-07-26,42.23,17.03
2001-07-27,42.27,17.18
2001-07-30,42.35,17.54
2001-07-31,42.4,17.18
2001-08-01,42.4,17
2001-08-02,42.37,16.99
2001-08-03,42.4,16.93
2001-08-06,42.38,17.21
2001-08-07,42.28,17.02
2001-08-08,42.34,17.15
2001-08-09,42.3,17.15
2001-08-10,42.27,17.16
2001-08-13,42.25,16.91
2001-08-14,42.18,16.76
2001-08-15,42.15,16.92
2001-08-16,42.12,16.84
2001-08-17,42.09,16.7
2001-08-20,42.17,16.74
2001-08-21,42.14,16.52
2001-08-22,42.08,16.68
2001-08-23,42.07,16.63
2001-08-24,42.11,16.53
2001-08-27,42.14,16.46
2001-08-28,42.13,16.46
2001-08-29,42.17,16.56
2001-08-30,42.15,16.65
2001-08-31,42.15,16.43
2001-09-03,42.14,16.42
2001-09-04,42.1,16.46
2001-09-05,42.1,16.33
2001-09-06,42.11,16.3
2001-09-10,42.18,16.18
2001-09-11,42.18,15.86
2001-09-12,42.1,15.67
2001-09-13,42.16,15.85
2001-09-14,42.14,15.77
2001-09-17,42.2,15.82
2001-09-18,42.23,15.68
2001-09-19,42.47,15.67
2001-09-20,43.03,15.6
2001-09-21,43.2,15.24
2001-09-24,43.97,16.17
2001-09-25,44.14,16.26
2001-09-26,44.13,16.12
2001-09-27,44.72,16.72
2001-09-28,45.17,16.92
2001-10-01,45.42,16.95
2001-10-02,45.44,16.79
2001-10-03,45.32,16.66
2001-10-04,45.58,16.65
2001-10-05,45.56,16.4
2001-10-08,45.58,16.45
2001-10-09,45.99,16.53
2001-10-10,46.13,16.64
2001-10-11,46.07,16.56
2001-10-15,46.24,16.68
2001-10-16,46.31,17.06
2001-10-17,46.56,17.1
2001-10-18,46.97,17.02
2001-10-19,47,17.19
2001-10-22,47.21,17.34
2001-10-23,47.29,17.32
2001-10-24,47.39,17.16
2001-10-25,47.64,17.55
2001-10-26,47.66,17.48
2001-10-29,47.38,17.39
2001-10-30,47.15,17.32
2001-10-31,47.1,17.45
2001-11-01,46.7,17.46
2001-11-05,46.36,17.85
2001-11-06,46.38,17.77
2001-11-07,46.15,18.01
2001-11-08,46.12,18.21
2001-11-09,45.77,18.03
2001-11-12,45.41,17.8
2001-11-13,45.32,17.97
2001-11-14,45.14,17.74
2001-11-16,45.16,17.87
2001-11-19,45.19,17.93
2001-11-20,45.27,17.72
2001-11-21,45.31,17.81
2001-11-22,45.64,18.01
2001-11-23,46.15,18.43
2001-11-26,46.23,18.64
2001-11-27,46.2,18.69
2001-11-28,46.41,18.69
2001-11-29,46.57,18.33
2001-11-30,46.73,18.72
2001-12-03,46.93,19.13
2001-12-04,47,19.29
2001-12-05,46.91,19.26
2001-12-06,46.82,19.35
2001-12-07,46.57,19.46
2001-12-10,46.36,19.9
2001-12-11,46.09,19.37
2001-12-12,45.58,19.22
2001-12-13,45.18,19.03
2001-12-14,45.18,19.01
2001-12-17,45.46,19.29
2001-12-18,45.62,19.62
2001-12-19,45.81,19.96
2001-12-20,45.91,19.67
2001-12-21,46.11,19.72
2001-12-26,46.21,19.9
2001-12-27,46.17,19.81
2001-12-28,46.23,19.96
2002-01-02,46.22,20.02
2002-01-03,46.19,20.13
2002-01-04,46.17,19.8
2002-01-07,46.18,19.82
2002-01-08,46.07,19.41
2002-01-09,45.88,19.32
2002-01-10,45.72,18.88
2002-01-11,45.53,18.95
2002-01-14,45.4,18.95
2002-01-15,45.26,19.07
2002-01-16,45.17,19.08
2002-01-17,45.3,19.02
2002-01-18,45.43,19.2
2002-01-21,45.4,19.12
2002-01-22,45.47,19.1
2002-01-23,45.39,19.03
2002-01-24,45.4,18.93
2002-01-25,45.46,18.84
2002-01-28,45.44,18.74
2002-01-29,45.43,18.63
2002-01-30,45.55,18.73
2002-01-31,45.57,18.88
2002-02-01,45.45,18.86
2002-02-04,45.43,18.76
2002-02-05,45.45,18.76
2002-02-06,45.47,18.67
2002-02-07,45.61,18.52
2002-02-08,45.65,18.56
2002-02-13,45.57,18.9
2002-02-14,45.7,18.8
2002-02-15,45.69,18.82
2002-02-18,45.73,18.78
2002-02-19,45.8,18.91
2002-02-20,45.82,18.94
2002-02-21,45.83,18.92
2002-02-22,45.92,18.95
2002-02-25,45.98,19.19
2002-02-26,45.94,19.19
2002-02-27,45.94,19.48
2002-02-28,45.95,19.43
2002-03-01,45.91,19.58
2002-03-04,45.88,19.73
2002-03-05,45.77,19.63
2002-03-06,45.73,19.31
2002-03-07,45.22,19.06
2002-03-08,44.99,19.14
2002-03-11,44.99,19.08
2002-03-12,44.77,19.21
2002-03-13,44.77,19.06
2002-03-14,44.82,19.11
2002-03-15,44.85,19.11
2002-03-18,44.99,19.21
2002-03-19,45.02,19.22
2002-03-20,44.95,19.17
2002-03-21,44.91,19.16
2002-03-22,44.58,18.86
2002-03-25,43.05,18.2
2002-03-26,42.68,18.19
2002-03-27,42.89,18.46
2002-03-28,43.19,18.57
2002-04-01,42.82,18.59
2002-04-02,42.95,18.68
2002-04-03,43.01,18.61
2002-04-04,43.44,18.87
2002-04-05,43.51,19.08
2002-04-08,43.5,18.97
2002-04-09,43.66,19.12
2002-04-10,43.63,19.24
2002-04-11,43.5,19.05
2002-04-12,43.5,18.96
2002-04-15,43.1,18.56
2002-04-16,43.01,18.53
2002-04-17,42.82,18.42
2002-04-18,42.47,18.24
2002-04-19,42.14,18.08
2002-04-22,42.01,17.94
2002-04-23,41.43,17.55
2002-04-24,41.26,17.5
2002-04-25,40.88,17.29
2002-04-26,40.49,17.07
2002-04-29,40.56,17.16
2002-04-30,40.65,17.21
2002-05-02,40.75,17
2002-05-03,40.93,16.99
2002-05-06,41.15,17
2002-05-07,41.44,17.02
2002-05-08,41.72,17.11
2002-05-09,41.72,16.87
2002-05-10,41.91,16.98
2002-05-13,42,16.66
2002-05-14,42.31,16.86
2002-05-15,42.36,16.9
2002-05-16,42.53,17.24
2002-05-17,42.58,17.2
2002-05-20,42.65,17.17
2002-05-21,42.65,17.17
2002-05-22,42.59,16.87
2002-05-23,42.75,16.9
2002-05-24,42.74,16.95
2002-05-27,42.76,16.93
2002-05-28,42.73,16.9
2002-05-29,42.71,16.99
2002-05-31,42.69,16.97
2002-06-03,42.64,16.81
2002-06-04,42.72,16.45
2002-06-05,42.85,16.43
2002-06-06,42.7,16.05
2002-06-07,42.57,16.13
2002-06-10,42.5,16.12
2002-06-11,42.49,15.67
2002-06-12,42.5,15.21
2002-06-13,42.26,15.6
2002-06-14,42.26,15.56
2002-06-17,42.32,15.89
2002-06-18,42.33,15.6
2002-06-19,42.15,15.57
2002-06-20,42.3,15.29
2002-06-21,42.26,14.88
2002-06-24,42.32,15.22
2002-06-25,42.39,15
2002-06-26,42.4,14.71
2002-06-27,42.43,14.86
2002-06-28,42.52,15.08
2002-07-01,42.54,14.69
2002-07-02,42.7,14.77
2002-07-03,42.78,14.93
2002-07-04,42.95,15.04
2002-07-05,43.06,14.94
2002-07-08,43.05,15.05
2002-07-10,43.19,15.15
2002-07-11,43.23,15.48
2002-07-12,43.3,15.4
2002-07-15,43.39,15.21
2002-07-16,43.62,15.19
2002-07-17,43.64,15.06
2002-07-18,43.73,15.34
2002-07-19,44.07,15.38
2002-07-22,44.24,15.24
2002-07-23,44.28,15.16
2002-07-24,44.54,15.12
2002-07-25,45.14,15.07
2002-07-26,45.28,15.03
2002-07-29,45.79,14.38
2002-07-30,45.9,13.91
2002-07-31,46.37,13.36
2002-08-01,46.54,14.73
2002-08-02,46.99,15.61
2002-08-05,47.41,14.98
2002-08-06,47.7,15.31
2002-08-07,48.01,15.9
2002-08-08,48.04,16.48
2002-08-09,48.15,15.89
2002-08-12,48.45,15.36
2002-08-13,48.8,15.42
2002-08-14,48.98,15.28
2002-08-15,49.52,15.43
2002-08-16,49.83,15.94
2002-08-19,50.01,16.11
2002-08-20,50.19,16.19
2002-08-21,50.26,16.29
2002-08-22,50.42,16.03
2002-08-23,50.51,16.23
2002-08-26,50.81,16.44
2002-08-27,50.84,16.22
2002-08-28,50.7,16.25
2002-08-29,50.4,16.39
2002-08-30,50.21,16.68
2002-09-02,49.73,16.24
2002-09-03,49.58,15.99
2002-09-04,49.57,15.91
2002-09-05,49.44,15.69
2002-09-06,49.39,15.63
2002-09-09,49.43,15.92
2002-09-10,49.43,15.75
2002-09-11,49.4,15.91
2002-09-12,49.51,15.84
2002-09-13,49.59,15.69
2002-09-16,49.76,15.47
2002-09-17,49.89,15.35
2002-09-18,50,14.9
2002-09-19,50.21,14.55
2002-09-20,50.34,14.78
2002-09-23,50.34,14.08
2002-09-24,50.38,13.33
2002-09-25,50.62,13.81
2002-09-26,50.76,13.5
2002-09-27,50.85,13.12
2002-09-30,50.84,13.52
2002-10-01,51.1,14.15
2002-10-02,51.29,14.01
2002-10-03,51.59,13.96
2002-10-04,51.54,14.24
2002-10-07,51.93,13.9
2002-10-08,52.08,13.98
2002-10-09,52.18,13.47
2002-10-10,52.34,13.12
2002-10-11,52.79,13.82
2002-10-14,52.97,13.76
2002-10-15,53.25,13.83
2002-10-16,53.53,13.66
2002-10-17,53.6,13.73
2002-10-18,53.91,13.91
2002-10-21,54.16,13.83
2002-10-22,54.56,13.95
2002-10-23,54.87,14.02
2002-10-24,55.14,14.51
2002-10-25,55.39,14.85
2002-10-28,55.79,14.76
2002-10-29,56.28,14.69
2002-10-30,56.51,15.21
2002-10-31,56.79,15.64
2002-11-01,57.12,15.87
2002-11-04,57.38,16.21
2002-11-05,57.62,16.35
2002-11-06,57.74,15.8
2002-11-07,58.22,16.17
2002-11-08,58.31,16.43
2002-11-11,58.67,16.69
2002-11-12,58.71,16.26
2002-11-13,58.95,16.24
2002-11-14,59.07,16.03
2002-11-18,58.92,16.55
2002-11-19,58.48,16.45
2002-11-20,58.24,16.57
2002-11-21,57.96,16.44
2002-11-22,57.55,16.16
2002-11-25,57.16,16.15
2002-11-26,56.96,15.78
2002-11-27,56.72,15.8
2002-11-28,56.16,15.56
2002-11-29,56.08,15.32
2002-12-02,55.4,15.27
2002-12-03,55.52,15.05
2002-12-04,55.66,14.94
2002-12-05,56.29,14.93
2002-12-06,56.71,15.12
2002-12-09,57.06,15.07
2002-12-10,57.39,15.08
2002-12-11,57.92,15.32
2002-12-12,58.37,15.42
2002-12-13,58.47,15.68
2002-12-16,58.78,16.33
2002-12-17,58.79,16.45
2002-12-18,58.59,16.64
2002-12-19,58.46,16.78
2002-12-20,57.94,16.6
2002-12-23,58,16.53
2002-12-26,58.3,16.33
2002-12-27,58.32,16.47
2002-12-30,58.2,16.4
2003-01-02,58.15,16.47
2003-01-03,58.18,16.89
2003-01-06,58.24,17.39
2003-01-07,58.12,17.61
2003-01-08,57.99,17.47
2003-01-09,57.62,17.38
2003-01-10,57.29,17.39
2003-01-13,56.91,17.19
2003-01-14,56.76,17.41
2003-01-15,56.37,16.94
2003-01-16,56.3,17.01
2003-01-17,56.28,16.68
2003-01-20,56.12,16.48
2003-01-21,56.05,16.11
2003-01-22,56.02,15.94
2003-01-23,56.2,15.92
2003-01-24,56.39,15.55
2003-01-27,56.53,15.62
2003-01-28,56.76,15.59
2003-01-29,57.16,15.86
2003-01-30,57.57,16.17
2003-01-31,57.64,16.37
2003-02-03,57.57,16.38
2003-02-04,57.44,16.09
2003-02-05,57.28,16.08
2003-02-06,57.25,15.94
2003-02-07,56.8,15.82
2003-02-10,56.83,15.85
2003-02-11,56.57,15.79
2003-02-12,56.5,15.67
2003-02-13,56.56,15.45
2003-02-14,56.63,15.45
2003-02-17,56.89,15.72
2003-02-18,57.02,15.88
2003-02-19,56.94,15.75
2003-02-20,56.89,15.74
2003-02-21,56.89,15.71
2003-02-24,56.94,15.88
2003-02-25,56.91,15.79
2003-02-26,56.85,15.87
2003-02-27,56.81,15.94
2003-02-28,56.84,15.92
2003-03-05,56.82,15.99
2003-03-06,56.83,16.24
2003-03-07,56.74,16.21
2003-03-10,56.75,16.11
2003-03-11,56.66,16.26
2003-03-12,56.69,16.34
2003-03-13,56.72,16.64
2003-03-14,56.72,16.51
2003-03-17,56.62,16.43
2003-03-18,56.55,16.41
2003-03-19,56.43,16.27
2003-03-20,56.37,16.2
2003-03-21,56.06,16.47
2003-03-24,56.15,16.51
2003-03-25,55.84,16.57
2003-03-26,55.83,16.49
2003-03-27,55.78,16.47
2003-03-28,55.79,16.59
2003-03-31,55.84,16.65
2003-04-01,55.88,16.86
2003-04-02,55.83,17.11
2003-04-03,55.84,17.16
2003-04-04,55.83,17.34
2003-04-07,55.86,17.72
2003-04-08,55.62,17.46
2003-04-09,55.6,17.4
2003-04-10,55.32,17.04
2003-04-11,55.15,17.21
2003-04-14,55.12,17.43
2003-04-15,55.2,17.92
2003-04-16,55.04,17.78
2003-04-17,55.05,18.17
2003-04-22,55.05,18.1
2003-04-23,54.9,18.3
2003-04-24,54.78,18.18
2003-04-25,54.67,18.18
2003-04-28,53.93,18.21
2003-04-29,53.61,18.41
2003-04-30,53.32,18.31
2003-05-02,52.74,17.79
2003-05-05,51.88,17.06
2003-05-06,51.88,17.15
2003-05-07,51.86,17.61
2003-05-08,51.91,17.81
2003-05-09,51.83,18.03
2003-05-12,51.9,18.12
2003-05-13,51.94,17.97
2003-05-14,52.01,17.98
2003-05-15,51.99,17.51
2003-05-16,52.01,17.66
2003-05-19,52.13,17.38
2003-05-20,52.19,17.16
2003-05-21,52.16,17.39
2003-05-22,52.14,17.48
2003-05-23,52.06,17.84
2003-05-26,52.04,17.19
2003-05-27,51.91,17.13
2003-05-28,51.99,17.26
2003-05-29,51.94,17.7
2003-05-30,51.96,17.49
2003-06-02,52.02,17.45
2003-06-03,52.05,17.67
2003-06-04,52.03,17.82
2003-06-05,52,18.17
2003-06-06,51.92,18.04
2003-06-09,52.03,18.17
2003-06-10,52.11,18.16
2003-06-11,52.16,18.28
2003-06-12,52.21,18.22
2003-06-13,52.28,18.41
2003-06-16,52.3,18.19
2003-06-17,52.85,18.45
2003-06-18,52.86,18.29
2003-06-20,52.88,18.3
2003-06-23,53.06,18.54
2003-06-24,53.24,18.55
2003-06-25,53.7,18.77
2003-06-26,53.87,18.57
2003-06-27,53.98,18.74
2003-06-30,54.22,19.08
2003-07-01,54.64,19.26
2003-07-02,54.68,19.42
2003-07-03,54.86,19.42
2003-07-04,54.96,19.35
2003-07-07,55.05,19.1
2003-07-08,55.06,19.19
2003-07-10,55.11,19.04
2003-07-11,55.12,19.05
2003-07-14,55.11,19.25
2003-07-15,55.12,19.31
2003-07-16,54.94,19.26
2003-07-17,54.87,19.12
2003-07-18,54.72,18.93
2003-07-21,54.74,19.01
2003-07-22,54.55,18.92
2003-07-23,54.69,18.88
2003-07-24,54.47,18.85
2003-07-25,54.76,18.94
2003-07-28,54.82,18.92
2003-07-29,54.91,18.69
2003-07-30,54.94,18.5
2003-07-31,55.13,18.59
2003-08-01,55.14,18.2
2003-08-04,55.45,18.06
2003-08-05,55.48,18.36
2003-08-06,55.68,18.24
2003-08-07,55.9,18.75
2003-08-08,56.19,18.81
2003-08-11,56.24,18.72
2003-08-12,56.3,18.58
2003-08-13,56.58,18.7
2003-08-14,56.87,18.89
2003-08-15,57.08,19.08
2003-08-18,57.24,19.07
2003-08-19,57.5,19.24
2003-08-20,57.76,19.28
2003-08-21,58.17,19.36
2003-08-22,58.37,19.55
2003-08-25,58.55,19.55
2003-08-26,58.58,19.61
2003-08-27,58.59,19.8
2003-08-28,58.54,19.79
2003-08-29,58.58,19.66
2003-09-01,58.68,19.65
2003-09-02,58.97,19.72
2003-09-03,59.14,19.97
2003-09-04,59.2,20.19
2003-09-05,59.24,20.39
2003-09-08,59.23,20.11
2003-09-09,59.23,20.27
2003-09-10,59.19,20.48
2003-09-11,59.09,20.27
2003-09-12,59.01,20.33
2003-09-15,58.99,20.47
2003-09-16,58.94,20.23
2003-09-17,58.91,20.24
2003-09-18,58.9,20.3
2003-09-19,58.94,20.3
2003-09-22,58.97,20.31
2003-09-23,59.01,20.19
2003-09-24,58.97,20.18
2003-09-25,58.99,20.07
2003-09-26,58.97,20.09
2003-09-29,58.97,20.14
2003-09-30,58.98,20.39
2003-10-01,59,20.31
2003-10-02,59.06,20.42
2003-10-03,58.94,20.41
2003-10-06,58.99,20.6
2003-10-07,59.03,20.64
2003-10-08,59,20.72
2003-10-09,59.01,20.83
2003-10-10,59.05,20.85
2003-10-13,59.09,20.83
2003-10-14,59.12,20.89
2003-10-15,59.07,20.81
2003-10-16,59.12,20.74
2003-10-17,59.12,20.61
2003-10-20,59.15,20.57
2003-10-21,59.14,20.7
2003-10-22,59.23,20.68
2003-10-23,59.33,20.71
2003-10-24,59.51,20.73
2003-10-27,59.56,20.75
2003-10-28,59.7,20.87
2003-10-29,59.74,21
2003-10-30,59.91,21.03
2003-10-31,60,20.92
2003-11-03,60.17,21.11
2003-11-04,60.29,21.07
2003-11-05,60.31,21.07
2003-11-06,60.45,21.01
2003-11-07,60.48,21.08
2003-11-10,60.56,20.98
2003-11-11,60.52,20.82
2003-11-12,60.51,20.84
2003-11-13,60.58,20.61
2003-11-14,60.56,20.53
2003-11-17,60.42,20.61
2003-11-18,60.3,20.49
2003-11-19,60.35,20.5
2003-11-20,60.28,20.48
2003-11-21,60.22,20.61
2003-11-24,60.22,20.62
2003-11-25,60.11,20.47
2003-11-26,60.14,20.4
2003-11-27,60.13,20.43
2003-11-28,60.11,20.4
2003-12-01,60.27,20.6
2003-12-02,60.19,20.53
2003-12-03,60.17,20.52
2003-12-04,60.06,20.39
2003-12-05,60.03,20.45
2003-12-08,60.12,20.44
2003-12-09,60.09,20.47
2003-12-10,60.07,20.41
2003-12-11,60.04,20.43
2003-12-12,59.97,20.41
2003-12-15,59.98,20.54
2003-12-16,60.04,20.44
2003-12-17,60.06,20.49
2003-12-18,59.98,20.45
2003-12-19,60.06,20.54
2003-12-22,60.05,20.57
2003-12-23,60.09,20.66
2003-12-26,60.14,20.73
2003-12-29,60.3,21.07
2003-12-30,60.37,20.8
2004-01-02,60.47,21
2004-01-05,60.53,21.21
2004-01-06,60.68,21.16
2004-01-07,60.74,21.25
2004-01-08,60.81,21.32
2004-01-09,60.98,21.53
2004-01-12,60.98,21.87
2004-01-13,60.94,21.72
2004-01-14,60.92,21.62
2004-01-15,60.77,21.59
2004-01-16,60.65,21.44
2004-01-19,60.5,21.3
2004-01-20,60.21,21.21
2004-01-21,59.94,21.07
2004-01-22,59.56,20.98
2004-01-23,59.42,20.92
2004-01-26,59.21,20.81
2004-01-27,59.09,20.59
2004-01-28,59.07,20.4
2004-01-29,59.09,20.16
2004-01-30,59.11,20.16
2004-02-02,59.23,20.12
2004-02-03,59.02,20.23
2004-02-04,58.89,20.17
2004-02-05,58.82,20.06
2004-02-06,58.82,20.05
2004-02-09,58.79,20.1
2004-02-10,58.73,20.11
2004-02-11,58.66,20.18
2004-02-12,58.6,20.24
2004-02-13,58.54,20.14
2004-02-16,58.48,20.11
2004-02-17,58.4,20.01
2004-02-18,58.34,19.84
2004-02-19,58.24,19.68
2004-02-20,58.25,19.68
2004-02-25,58.25,19.81
2004-02-26,58.28,19.86
2004-02-27,58.3,20.06
2004-03-01,58.32,20.14
2004-03-02,58.31,20.16
2004-03-03,58.32,20.19
2004-03-04,58.29,20.17
2004-03-05,58.26,20.31
2004-03-08,58.21,20.24
2004-03-09,58.18,20.19
2004-03-10,58.12,20.04
2004-03-11,58.07,19.96
2004-03-12,58.02,20
2004-03-15,58.02,19.97
2004-03-16,57.93,20
2004-03-17,57.79,19.84
2004-03-18,57.75,19.86
2004-03-19,57.77,19.91
2004-03-22,57.89,19.87
2004-03-23,57.83,19.84
2004-03-24,57.92,19.77
2004-03-25,57.87,19.7
2004-03-26,57.89,19.7
2004-03-29,57.95,19.71
2004-03-30,57.91,19.91
2004-03-31,57.85,19.98
2004-04-01,57.88,20.03
2004-04-02,57.84,19.98
2004-04-05,57.88,20.12
2004-04-06,57.85,20.11
2004-04-07,57.84,20.14
2004-04-08,57.81,20.04
2004-04-12,57.9,20.09
2004-04-13,57.95,20.03
2004-04-14,57.98,20.08
2004-04-15,57.96,19.86
2004-04-16,57.99,19.93
2004-04-19,58.09,19.98
2004-04-20,58.1,19.84
2004-04-22,58.16,19.86
2004-04-23,58.2,20
2004-04-26,58.34,20.04
2004-04-27,58.39,20.02
2004-04-28,58.62,19.87
2004-04-29,58.7,19.79
2004-04-30,58.67,20.01
2004-05-03,58.73,19.71
2004-05-04,58.81,19.8
2004-05-05,58.79,19.89
2004-05-06,58.86,19.61
2004-05-07,58.89,19.23
2004-05-10,58.95,18.77
2004-05-11,59.06,19.2
2004-05-12,59.23,18.85
2004-05-13,59.42,18.96
2004-05-14,59.48,19.24
2004-05-17,59.53,19.06
2004-05-18,59.61,19.04
2004-05-19,59.75,19.07
2004-05-20,59.72,18.59
2004-05-21,59.76,18.7
2004-05-24,59.76,18.79
2004-05-25,59.75,19.04
2004-05-26,59.81,18.92
2004-05-27,59.85,19.18
2004-05-28,60.05,19.43
2004-05-31,60.15,18.86
2004-06-01,60.37,19.08
2004-06-02,60.46,19.28
2004-06-03,60.63,19.22
2004-06-04,60.66,19.37
2004-06-07,60.73,19.51
2004-06-08,60.71,19.52
2004-06-09,60.7,19.42
2004-06-11,60.68,19.32
2004-06-14,60.77,19.17
2004-06-15,60.7,19.42
2004-06-16,60.65,19.32
2004-06-17,60.73,19.41
2004-06-18,60.56,19.29
2004-06-21,60.54,19.32
2004-06-22,60.54,19.32
2004-06-23,60.52,19.39
2004-06-24,60.33,19.5
2004-06-25,60.19,19.35
2004-06-28,60.03,19.19
2004-06-29,59.89,19.27
2004-06-30,59.89,19.4
2004-07-01,59.94,19.5
2004-07-02,60.11,19.76
2004-07-05,60.09,19.87
2004-07-06,60.01,19.69
2004-07-07,59.95,19.75
2004-07-08,59.94,19.59
2004-07-12,59.97,19.76
2004-07-13,59.97,19.73
2004-07-14,60.06,19.85
2004-07-15,60.06,19.92
2004-07-16,60.19,20.06
2004-07-19,60.24,20.12
2004-07-20,60.27,20.05
2004-07-21,60.3,19.91
2004-07-22,60.4,19.86
2004-07-23,60.44,19.78
2004-07-26,60.67,19.72
2004-07-27,60.86,19.86
2004-07-28,61.01,19.98
2004-07-29,61.21,20.16
2004-07-30,61.32,20.18
2004-08-02,61.37,20.14
2004-08-03,61.61,20.18
2004-08-04,61.66,20.18
2004-08-05,61.74,20.12
2004-08-06,61.75,20.37
2004-08-09,61.8,20.33
2004-08-10,61.8,20.4
2004-08-11,61.8,20.35
2004-08-12,61.79,20.36
2004-08-13,61.75,20.44
2004-08-16,61.71,20.52
2004-08-17,61.69,20.59
2004-08-18,61.67,20.66
2004-08-19,61.65,20.63
2004-08-20,61.62,20.78
2004-08-23,61.56,20.77
2004-08-24,61.48,20.8
2004-08-25,61.34,20.78
2004-08-26,61.3,20.74
2004-08-27,61.26,20.73
2004-08-30,61.24,20.79
2004-08-31,61.23,20.9
2004-09-01,61.22,20.87
2004-09-02,61.11,20.79
2004-09-03,61.07,20.86
2004-09-06,61.02,20.95
2004-09-08,61,21.03
2004-09-09,60.89,21
2004-09-10,60.82,20.95
2004-09-13,60.73,20.86
2004-09-14,60.4,20.76
2004-09-15,60.17,20.73
2004-09-16,59.95,20.78
2004-09-17,59.89,20.87
2004-09-20,59.66,20.74
2004-09-21,59.45,20.72
2004-09-22,59.3,20.58
2004-09-23,59.14,20.53
2004-09-24,58.93,20.53
2004-09-27,58.89,20.5
2004-09-28,58.82,20.52
2004-09-29,58.77,20.59
2004-09-30,58.77,20.55
2004-10-01,58.79,20.71
2004-10-04,58.8,20.81
2004-10-05,58.91,20.82
2004-10-06,58.95,20.74
2004-10-07,58.99,20.69
2004-10-08,59.07,20.88
2004-10-11,59.12,20.96
2004-10-13,59.18,20.84
2004-10-14,59.6,20.75
2004-10-15,59.65,20.88
2004-10-18,59.68,20.88
2004-10-19,59.7,20.74
2004-10-20,59.91,20.86
2004-10-21,59.99,21
2004-10-22,60.1,20.93
2004-10-25,60.12,20.85
2004-10-26,60.29,21.04
2004-10-27,60.46,21.12
2004-10-28,60.68,21.17
2004-10-29,60.73,21.24
2004-11-01,60.75,21.29
2004-11-03,60.93,21.54
2004-11-04,60.98,21.62
2004-11-05,61.11,21.67
2004-11-08,61.15,21.56
2004-11-09,61.32,21.7
2004-11-10,61.41,21.72
2004-11-11,61.48,21.81
2004-11-12,61.61,22.08
2004-11-16,61.66,22.14
2004-11-17,61.83,22.39
2004-11-18,61.84,22.27
2004-11-19,62.08,22.28
2004-11-22,62.09,22.54
2004-11-23,62.09,22.63
2004-11-24,62.22,22.59
2004-11-25,62.4,22.73
2004-11-26,62.51,22.87
2004-11-29,62.59,22.78
2004-11-30,62.67,23.06
2004-12-01,62.76,23.15
2004-12-02,62.68,22.93
2004-12-03,62.63,23.12
2004-12-06,62.1,22.84
2004-12-07,61.94,22.54
2004-12-08,61.68,22.36
2004-12-09,61.63,22.16
2004-12-10,61.4,22.13
2004-12-13,61.14,22.12
2004-12-14,60.86,22.01
2004-12-15,60.81,22.32
2004-12-16,60.76,22.18
2004-12-17,60.6,22.35
2004-12-20,60.59,22.64
2004-12-21,60.41,22.37
2004-12-22,60.41,22.32
2004-12-23,60.41,22.36
2004-12-27,60.41,22.46
2004-12-28,60.51,22.5
2004-12-29,60.56,22.71
2004-12-30,60.57,22.82
2005-01-03,60.57,22.65
2005-01-04,60.6,22.44
2005-01-05,60.6,22.38
2005-01-06,60.64,22.27
2005-01-07,60.66,22.38
2005-01-10,60.59,22.42
2005-01-11,60.47,22.22
2005-01-12,60.26,22.31
2005-01-13,60.08,22.26
2005-01-14,59.95,22.19
2005-01-17,59.67,22.08
2005-01-18,59.49,21.89
2005-01-19,59.41,21.92
2005-01-20,59.03,21.72
2005-01-21,58.85,21.89
2005-01-24,58.43,21.79
2005-01-25,58.32,21.7
2005-01-26,58.31,21.89
2005-01-27,58.31,21.87
